Merchant_id,Negative,Normal,Positive
28810,42,285,7
28811,0,504,0
28812,0,359,0
28813,0,175,0
28814,0,237,0
28815,113,1353,30
28900,2,531,1
28901,43,751,12
28902,34,657,26
28903,0,2157,0
28904,0,662,0
28905,0,353,0
28906,0,1020,36
28907,7,1302,9
28908,0,537,0
28909,0,967,0
28910,0,449,0
28911,0,324,0
28912,0,191,0
28913,0,198,0
28914,0,2426,0
28915,0,222,0
29000,0,1610,0
29001,0,176,0
29002,0,218,0
29003,4,334,0
29004,6,960,3
29005,133,3038,33
29006,40,358,12
29007,238,4119,22
29008,31,2666,151
29009,0,358,0
29010,0,1933,0
29011,0,261,0
29012,0,294,0
29013,8,1338,0
29014,0,1733,0
29015,0,457,0
29100,66,674,12
29101,0,1268,0
29102,0,329,0
29103,4,708,1
29104,0,9943,0
29105,67,172,8
29106,0,344,0
29107,3,189,0
29108,32,1331,11
29109,0,210,0
29110,0,1249,0
29111,30,745,17
29112,31,502,6
29113,0,394,0
29114,0,312,0
29115,11,385,2
29200,0,966,0
29201,0,497,0
29202,18,148,3
29203,0,388,0
29204,0,170,0
29205,6,453,5
29206,0,1008,0
29207,0,112,0
29208,0,213,0
29209,10,738,0
29210,0,167,0
29211,0,182,0
29212,10,244,2
29213,0,544,0
29214,0,739,0
29215,0,28272,0
29300,1,3362,2
29301,0,1002,0
29302,1,388,0
29303,0,360,0
29304,0,697,0
29305,27,1890,0
29306,0,444,0
29307,0,1118,1
29308,404,4798,172
29309,166,2697,38
29310,148,1143,10
29311,0,236,0
29312,5,1533,4
29313,0,136,0
29314,0,1167,0
29315,0,288,0
29400,2,382,0
29401,0,202,0
29402,0,169,0
29403,0,490,0
29404,0,155,3
29405,17,884,14
29406,15,887,7
29407,0,242,0
29408,0,176,1
29409,47,630,41
29410,0,296,0
29411,0,399,0
29412,47,1972,23
29413,437,3063,76
29414,0,381,0
29415,0,167,0
29500,5,361,0
29501,101,1745,29
29502,0,262,0
29503,42,2170,9
29504,62,3925,11
29505,0,768,0
29506,0,395,0
29507,1,1810,4
29508,0,275,0
29509,0,930,0
29510,0,1124,0
29511,166,305,1
29512,5,435,3
29513,0,369,0
29514,0,161,0
29515,3,1788,0
29600,11,255,2
29601,0,413,0
29602,0,508,0
29603,0,217,0
29604,0,762,1
29605,1416,4634,925
29606,887,4817,100
29607,0,156,0
29608,34,917,4
29609,0,261,0
29610,0,358,0
29611,0,337,0
29612,3,1377,7
29613,0,295,0
29614,17,609,2
29615,0,334,0
29700,0,151,0
29701,0,967,0
29702,91,611,4
29703,0,728,0
29704,0,163,0
29705,0,240,0
29706,20,662,19
29707,0,318,0
29708,0,231,0
29709,0,1967,0
29710,0,1158,0
29711,2,3055,22
29712,0,610,0
29713,0,892,0
29714,0,519,0
29715,39,2104,241
29800,0,967,0
29801,0,1196,2
29802,5,1504,5
29803,0,1002,0
29804,0,340,0
29805,20,926,11
29806,1,220,2
29807,0,369,0
29808,0,779,0
29809,0,582,0
29810,335,5812,440
29811,0,283,0
29812,33,872,0
29813,0,568,0
29814,0,202,0
29815,6,358,0
29900,0,6535,773
29901,0,491,0
29902,0,1909,0
29903,103,2770,17
29904,409,2403,73
29905,0,535,0
29906,1096,5784,1020
29907,0,423,0
29908,0,698,0
29909,0,307,0
29910,0,362,0
29911,0,705,0
29912,2130,27213,463
29913,0,710,0
29914,347,671,13
29915,2,485,26
30000,0,225,0
30001,4,160,2
30002,0,1394,7
30003,0,799,1
30004,0,136,0
30005,0,256,0
30006,0,1018,0
30007,0,1114,1
30008,355,2698,37
30009,2,296,0
30010,0,270,0
30011,0,266,0
30012,0,91,0
30013,0,1715,0
30014,0,426,0
30015,1,285,11
30100,5,234,1
30101,0,1497,0
30102,0,1144,0
30103,952,4478,363
30104,0,221,0
30105,174,4789,152
30106,0,572,0
30107,10,424,4
30108,0,113,0
30109,0,181,0
30110,0,210,0
30111,0,208,0
30112,0,555,0
30113,0,512,0
30114,0,212,0
30115,142,3809,38
30200,0,2064,5
30201,0,726,0
30202,41,930,7
30203,7,451,2
30204,0,282,0
30205,0,254,0
30206,0,295,0
30207,0,127,0
30208,0,373,0
30209,0,454,0
30210,50,2894,5
30211,3,4695,6
30212,0,113,0
30213,0,782,0
30214,0,816,0
30215,8,522,18
30300,322,6154,110
30301,75,5885,306
30302,0,676,3
30303,0,516,0
30304,0,753,0
30305,17,1478,0
30306,0,237,0
30307,52,1088,18
30308,0,1832,0
30309,221,687,16
30310,0,323,0
30311,0,311,0
30312,0,198,0
30313,1,1287,0
30314,7603,21210,2997
30315,0,689,0
30400,328,3700,46
30401,1,335,2
30402,0,210,0
30403,0,492,0
30404,0,320,0
30405,2,914,2
30406,0,256,0
30407,5,856,6
30408,6,258,2
30409,0,124,0
30410,0,428,0
30411,5,2112,25
30412,0,256,0
30413,4,336,0
30414,0,8223,0
30415,7,253,5
30500,0,371,0
30501,0,3111,23
30502,3,279,2
30503,0,995,0
30504,3,1107,5
30505,0,495,0
30506,0,439,0
30507,78,9426,1
30508,135,461,8
30509,0,289,0
30510,0,373,0
30511,12,674,9
30512,0,476,0
30513,45,772,16
30514,164,1594,25
30515,3,1870,2
30600,0,148,0
30601,0,942,2
30602,1,194,0
30603,7,1163,0
30604,0,509,0
30605,0,670,0
30606,0,312,0
30607,0,1092,0
30608,0,248,0
30609,0,892,0
30610,0,5500,0
30611,0,199,0
30612,1,11324,0
30613,0,533,0
30614,27,633,4
30615,0,356,0
30700,437,550,0
30701,0,217,0
30702,0,1143,0
30703,398,3461,66
30704,22,691,3
30705,0,457,0
30706,0,207,0
30707,48,7251,40
30708,0,338,0
30709,0,198,0
30710,197,678,8
30711,0,155,0
30712,12,279,4
30713,0,207,0
30714,0,416,0
30715,385,2927,26
30800,0,2612,0
30801,0,324,0
30802,160,3734,29
30803,0,395,0
30804,0,197,0
30805,0,327,0
30806,11,461,3
30807,0,365,0
30808,0,766,0
30809,67,3425,13
30810,0,187,0
30811,0,140,2
30812,6,201,3
30813,0,557,0
30814,0,681,1
30815,18,251,15
30900,0,268,0
30901,0,194,2
30902,326,2840,45
30903,5,600,2
30904,8,1319,4
30905,15,297,7
30906,0,872,0
30907,140,433,5
30908,129,2340,65
30909,0,205,0
30910,0,743,0
30911,0,261,0
30912,0,1952,0
30913,0,477,0
30914,0,1333,6
30915,7,424,1
31000,141,1426,25
31001,70,832,31
31002,63,572,8
31003,609,445,9
31004,44,7859,743
31005,0,245,0
31006,65,1690,135
31007,0,220,0
31008,0,362,0
31009,0,226,0
31010,0,344,0
31011,0,257,0
31012,167,1516,6
31013,0,410,0
31014,7,7220,0
31015,8,1127,2
31100,14,558,0
31101,0,364,0
31102,0,145,0
31103,0,322,0
31104,0,195,0
31105,405,1394,100
31106,0,1638,0
31107,0,235,0
31108,0,204,0
31109,0,1869,0
31110,0,1760,0
31111,7,1367,1
31112,10,494,3
31113,0,204,0
31114,0,739,1
31115,0,126,0
31200,0,178,0
31201,0,126,0
31202,0,441,0
31203,86,462,1
31204,0,263,0
31205,0,2888,0
31206,0,190,0
31207,8,263,6
31208,0,239,0
31209,0,919,0
31210,8,462,5
31211,4,474,1
31212,0,355,0
31213,0,330,0
31214,0,1817,0
31215,7,231,5
31300,0,169,0
31301,0,277,0
31302,0,947,0
31303,303,7267,154
31304,0,163,0
31305,8,233,1
31306,0,1070,0
31307,0,317,0
31308,0,378,0
31309,0,182,0
31310,27,1640,2
31311,0,615,0
31312,0,372,0
31313,1066,17676,2694
31314,0,1044,0
31315,68,2061,16
31400,0,708,0
31401,0,457,0
31402,0,331,0
31403,32,408,4
31404,0,292,0
31405,1,923,3
31406,99,1234,64
31407,0,264,0
31408,21,734,13
31409,0,222,0
31410,1,285,0
31411,12,831,5
31412,0,504,0
31413,0,410,0
31414,0,595,0
31415,0,755,0
31500,0,1306,0
31501,0,1080,0
31502,0,820,0
31503,825,5279,204
31504,0,2369,11
31505,47,4830,106
31506,0,347,0
31507,0,886,2
31508,0,342,2
31509,0,210,0
31510,0,281,0
31511,0,277,0
31512,0,93,0
31513,0,568,0
31514,0,186,0
31515,135,1140,25
31600,0,293,0
31601,830,3462,259
31602,0,611,0
31603,0,558,0
31604,37,418,6
31605,0,940,0
31606,0,459,0
31607,0,2836,0
31608,0,281,0
31609,0,444,0
31610,0,795,0
31611,0,1103,0
31612,6,697,5
31613,0,240,0
31614,0,160,0
31615,0,289,0
31700,0,350,0
31701,0,659,0
31702,0,353,0
31703,3,1785,0
31704,0,177,0
31705,62,302,19
31706,0,399,0
31707,11,1071,1
31708,0,463,0
31709,0,124,2
31710,4,388,1
31711,2,392,1
31712,0,284,0
31713,0,331,0
31714,0,386,0
31715,0,164,0
31800,0,570,0
31801,0,374,0
31802,85,535,5
31803,5,154,0
31804,0,186,0
31805,0,1983,0
31806,0,587,0
31807,0,484,0
31808,0,444,3
31809,0,439,0
31810,36,661,7
31811,15,1005,23
31812,16,370,3
31813,0,456,0
31814,0,490,0
31815,0,689,0
31900,0,633,0
31901,0,241,0
31902,0,228,0
31903,17,1037,0
31904,41,1157,32
31905,0,251,0
31906,0,160,0
31907,1,561,0
31908,4,522,4
31909,2,261,0
31910,0,272,0
31911,0,1625,0
31912,526,5180,361
31913,41,1009,3
31914,0,264,0
31915,0,286,0
32000,0,206,0
32001,9,165,3
32002,7,380,0
32003,0,181,0
32004,55,345,17
32005,0,370,10
32006,2,225,1
32007,57,906,18
32008,3062,3806,540
32009,0,1559,0
32010,0,273,0
32011,0,708,0
32012,0,221,0
32013,0,259,0
32014,107,2297,28
32015,0,190,0
32100,0,167,0
32101,0,251,0
32102,0,886,0
32103,72,1085,3
32104,15,780,4
32105,0,248,0
32106,1,949,0
32107,0,720,38
32108,4,463,0
32109,78,5003,30
32110,908,27477,538
32111,157,907,22
32112,161,458,6
32113,117,1956,23
32114,0,326,0
32115,3,753,7
32200,0,1477,0
32201,0,793,1
32202,0,1944,0
32203,0,335,61
32204,0,404,0
32205,62,1694,32
32206,18,640,4
32207,0,273,0
32208,870,24334,168
32209,0,786,0
32210,134,1636,29
32211,0,313,0
32212,99,4818,283
32213,0,804,0
32214,1944,3732,187
32215,0,2104,0
32300,0,746,0
32301,0,125,0
32302,46,919,17
32303,0,976,0
32304,5,161,2
32305,0,2746,0
32306,10,177,2
32307,0,662,0
32308,2,120,3
32309,0,357,0
32310,194,1472,14
32311,0,652,0
32312,0,152,0
32313,0,593,0
32314,0,672,0
32315,17,350,1
32400,0,269,0
32401,0,852,0
32402,0,422,0
32403,0,164,0
32404,0,151,0
32405,0,171,0
32406,256,7805,42
32407,0,321,0
32408,2,200,1
32409,0,4206,2
32410,0,596,0
32411,14,706,3
32412,44,372,0
32413,77,1282,11
32414,0,516,0
32415,0,399,0
32500,16,1009,11
32501,0,2495,0
32502,0,1287,0
32503,0,563,0
32504,7,2359,0
32505,0,2976,0
32506,0,696,0
32507,0,530,0
32508,0,202,0
32509,65,2471,100
32510,0,654,0
32511,0,137,0
32512,0,365,0
32513,86,481,29
32514,1598,8279,151
32515,0,568,0
32600,0,239,0
32601,152,3566,20
32602,0,592,0
32603,0,2016,0
32604,0,199,1
32605,0,189,0
32606,118,1622,6
32607,0,1494,0
32608,0,299,0
32609,0,346,0
32610,9,1026,1
32611,109,2894,26
32612,0,554,0
32613,90,5744,38
32614,108,455,5
32615,2,305,1
32700,0,304,0
32701,0,226,0
32702,17,335,1
32703,1,408,3
32704,0,1463,0
32705,0,195,0
32706,3,224,0
32707,0,2327,0
32708,0,543,0
32709,40,746,7
32710,2,491,2
32711,2,405,1
32712,0,321,0
32713,0,335,0
32714,0,333,0
32715,0,146,0
32800,0,215,0
32801,107,1181,1
32802,8,468,0
32803,114,5399,40
32804,1,640,2
32805,0,566,0
32806,0,583,0
32807,0,209,0
32808,0,1452,0
32809,15,460,1
32810,2,290,0
32811,0,581,0
32812,0,2490,0
32813,1,253,2
32814,5,206,2
32815,0,201,0
32900,38,2507,12
32901,0,523,0
32902,0,162,0
32903,0,3605,0
32904,0,533,0
32905,0,355,0
32906,0,332,0
32907,606,3496,61
32908,0,777,0
32909,0,778,0
32910,0,901,0
32911,1,758,1
32912,97,3312,18
32913,0,545,0
32914,0,288,0
32915,0,198,0
33000,0,180,0
33001,0,254,0
33002,47,1199,4
33003,0,475,0
33004,0,254,0
33005,0,211,0
33006,0,1276,0
33007,6,376,24
33008,0,6174,0
33009,0,624,0
33010,0,320,0
33011,192,14233,49
33012,5,1310,0
33013,0,166,0
33014,0,204,0
33015,4,565,0
33100,0,1469,0
33101,2,6114,1
33102,12,2327,4
33103,0,245,0
33104,83,1919,21
33105,0,553,0
33106,1,400,0
33107,0,105,0
33108,0,178,0
33109,8,1518,2
33110,0,663,0
33111,0,208,0
33112,0,271,0
33113,0,229,0
33114,2,5720,8
33115,0,604,0
33200,0,687,0
33201,0,122,3
33202,52,386,101
33203,0,955,0
33204,0,160,0
33205,0,253,0
33206,0,2479,0
33207,0,978,0
33208,0,105,0
33209,0,378,2
33210,0,557,0
33211,0,311,0
33212,0,190,0
33213,0,914,0
33214,2,136,1
33215,0,1294,5
33300,0,189,0
33301,0,280,0
33302,4,1160,0
33303,0,19091,0
33304,15,281,10
33305,0,167,0
33306,18,133,1
33307,0,210,0
33308,0,235,0
33309,7,337,0
33310,0,187,0
33311,0,264,0
33312,6,284,3
33313,0,226,0
33314,0,238,0
33315,0,263,0
33400,17,5034,0
33401,0,860,0
33402,9,664,4
33403,5,979,0
33404,232,1554,61
33405,50,2260,15
33406,0,314,0
33407,56,226,1
33408,10,772,8
33409,26,1076,4
33410,0,188,0
33411,0,333,0
33412,0,209,0
33413,0,238,0
33414,0,338,0
33415,0,267,0
33500,0,771,0
33501,0,395,0
33502,0,362,0
33503,14,1168,1
33504,1,183,0
33505,0,1062,0
33506,0,468,0
33507,0,293,0
33508,0,198,0
33509,14,724,3
33510,1633,9363,666
33511,0,935,0
33512,0,1016,0
33513,1,1543,2
33514,282,2792,11
33515,0,265,0
33600,0,226,9
33601,23,209,4
33602,0,1426,0
33603,0,262,0
33604,0,1354,0
33605,0,120,0
33606,117,4650,33
33607,0,325,0
33608,0,396,0
33609,0,1671,0
33610,1,241,0
33611,8,208,4
33612,0,310,0
33613,0,351,0
33614,1,179,2
33615,15,2368,13
33700,0,447,0
33701,0,260,1
33702,182,2744,131
33703,0,349,0
33704,973,330,4
33705,0,717,0
33706,0,368,0
33707,0,656,6
33708,0,235,0
33709,0,258,0
33710,0,271,0
33711,0,269,0
33712,0,458,0
33713,0,126,0
33714,0,311,0
33715,92,1440,25
33800,19,1843,9
33801,0,326,0
33802,0,201,0
33803,79,1362,382
33804,109,2000,22
33805,0,163,0
33806,7,602,6
33807,82,406,20
33808,0,313,0
33809,0,589,0
33810,0,1889,0
33811,0,513,0
33812,0,2031,1
33813,0,232,0
33814,0,2470,0
33815,0,4160,0
33900,0,210,0
33901,4,411,0
33902,0,383,0
33903,85,2008,13
33904,68,859,3
33905,0,518,0
33906,0,2007,0
33907,132,279,2
33908,0,427,0
33909,8,396,2
33910,0,1370,0
33911,0,224,0
33912,0,518,0
33913,0,255,0
33914,6,376,7
33915,0,188,0
34000,3,530,3
34001,0,346,0
34002,0,646,40
34003,0,345,0
34004,0,351,0
34005,0,364,0
34006,0,580,0
34007,0,824,0
34008,0,1565,0
34009,6,393,1
34010,0,161,0
34011,0,2710,0
34012,0,259,0
34013,0,136,0
34014,2,1714,0
34015,0,186,0
34100,0,810,0
34101,0,355,0
34102,0,222,0
34103,0,459,0
34104,0,442,0
34105,0,421,0
34106,0,257,0
34107,26,2172,8
34108,0,610,0
34109,0,1068,0
34110,2,440,0
34111,0,995,0
34112,0,295,0
34113,0,605,0
34114,0,105,0
34115,9,342,59
34200,38,1899,11
34201,2,161,0
34202,30,855,6
34203,0,301,0
34204,0,376,0
34205,0,480,0
34206,9,1006,30
34207,35,605,9
34208,0,266,0
34209,0,1394,0
34210,0,432,0
34211,0,4563,0
34212,140,1933,16
34213,3216,14281,312
34214,0,233,0
34215,6,727,0
34300,0,1199,0
34301,3,253,2
34302,456,3176,279
34303,0,158,0
34304,0,356,0
34305,2,441,7
34306,11,2910,2
34307,14,1061,10
34308,0,216,0
34309,2,684,0
34310,0,2068,0
34311,0,13704,3
34312,0,281,0
34313,151,531,3
34314,0,324,0
34315,0,3557,0
34400,0,556,0
34401,0,1224,0
34402,0,390,0
34403,0,213,0
34404,0,980,0
34405,0,124,0
34406,886,2522,198
34407,77,2586,2
34408,16,988,15
34409,90,1081,2
34410,0,253,0
34411,0,418,0
34412,16,369,3
34413,0,720,0
34414,0,434,0
34415,0,222,0
34500,5,179,4
34501,0,298,1
34502,3,147,3
34503,0,178,0
34504,493,1467,98
34505,0,535,0
34506,3,666,3
34507,0,127,0
34508,1,332,0
34509,0,396,0
34510,0,307,0
34511,1,526,0
34512,0,173,0
34513,0,1099,0
34514,148,3043,121
34515,0,233,0
34600,0,380,0
34601,0,205,0
34602,26,487,5
34603,0,418,0
34604,0,362,0
34605,24,326,22
34606,0,3794,0
34607,4,386,19
34608,28,228,5
34609,0,126,0
34610,0,427,0
34611,0,714,0
34612,2,148,2
34613,0,540,0
34614,0,159,0
34615,0,242,5
34700,4,1314,4
34701,0,1202,0
34702,144,2457,42
34703,0,931,0
34704,0,1291,1
34705,0,638,0
34706,0,288,0
34707,0,921,0
34708,0,123,0
34709,0,209,0
34710,0,1109,0
34711,0,314,0
34712,0,318,0
34713,0,1624,0
34714,0,936,0
34715,0,989,0
34800,0,833,0
34801,0,711,0
34802,340,3254,15
34803,48,361,1
34804,0,189,0
34805,3004,27124,330
34806,0,295,0
34807,0,2546,0
34808,83,1611,15
34809,0,1402,0
34810,4,1163,0
34811,0,361,0
34812,0,249,0
34813,0,228,0
34814,0,563,0
34815,295,1386,50
34900,2,136,1
34901,0,387,0
34902,0,475,0
34903,0,362,0
34904,0,279,0
34905,0,2258,0
34906,0,597,0
34907,0,573,0
34908,71,592,8
34909,0,334,0
34910,0,241,0
34911,68,1230,2
34912,0,239,0
34913,32,3594,23
34914,0,352,0
34915,0,213,0
35000,1,508,0
35001,59,1134,1
35002,0,147,0
35003,0,398,0
35004,5013,2121,16
35005,0,579,0
35006,7,861,175
35007,0,237,0
35008,2,302,2
35009,0,1711,0
35010,0,730,0
35011,0,1154,0
35012,215,2272,16
35013,0,512,0
35014,0,252,0
35015,0,1007,1
35100,0,672,0
35101,0,237,0
35102,120,647,28
35103,38,1501,6
35104,0,883,0
35105,129,3167,140
35106,214,4715,69
35107,0,539,0
35108,6,280,1
35109,3,561,0
35110,0,1267,0
35111,0,156,0
35112,0,190,0
35113,0,510,0
35114,469,2925,247
35115,0,483,0
35200,0,157,0
35201,24,2390,3
35202,0,296,0
35203,2,397,2
35204,939,884,11
35205,0,243,0
35206,0,380,0
35207,0,570,0
35208,169,1314,12
35209,0,252,0
35210,51,333,0
35211,335,1242,76
35212,103,482,87
35213,76,255,27
35214,0,1332,0
35215,40,864,13
35300,83,552,14
35301,0,410,2
35302,1,362,1
35303,31,6542,363
35304,0,757,0
35305,6,837,1
35306,0,192,0
35307,0,538,0
35308,0,213,0
35309,0,269,0
35310,0,223,0
35311,50,395,2
35312,0,249,0
35313,2,1673,1
35314,0,186,0
35315,73,633,0
35400,0,497,0
35401,0,601,0
35402,11,640,3
35403,2,141,0
35404,4,1782,2
35405,0,176,0
35406,0,214,0
35407,0,230,0
35408,0,764,0
35409,0,681,0
35410,416,3565,227
35411,0,370,0
35412,0,726,0
35413,34,2671,23
35414,0,897,0
35415,0,318,0
35500,79,1563,61
35501,72,598,0
35502,0,3802,0
35503,0,384,0
35504,0,173,0
35505,28,1438,11
35506,0,259,0
35507,0,536,0
35508,5,458,0
35509,0,453,0
35510,0,162,0
35511,437,5098,818
35512,712,2441,181
35513,0,241,0
35514,0,153,0
35515,12,846,35
35600,87,1036,8
35601,0,177,1
35602,0,626,0
35603,44,2124,4
35604,0,169,0
35605,0,236,0
35606,21,414,1
35607,0,622,0
35608,0,2263,0
35609,0,583,0
35610,0,249,0
35611,0,104,0
35612,67,479,25
35613,183,181,4
35614,0,389,0
35615,7,701,1
35700,0,245,0
35701,0,158,0
35702,2195,48790,212
35703,16,859,26
35704,1,3694,0
35705,0,301,0
35706,8,585,5
35707,0,236,0
35708,0,1528,0
35709,0,1223,12
35710,5,932,1
35711,0,336,0
35712,0,662,0
35713,0,1285,0
35714,0,427,0
35715,0,212,0
35800,0,143,0
35801,0,489,0
35802,0,275,0
35803,3774,15015,1628
35804,0,615,0
35805,0,1600,0
35806,0,861,0
35808,6,275,1
35809,0,723,0
35810,27,331,1
35811,0,390,0
35812,4,126,0
35813,3,315,0
35814,17,1140,14
35815,0,96,1
35900,2,412,3
35901,0,300,0
35902,0,378,0
35903,2,2083,414
35904,0,921,0
35905,9,412,2
35906,0,261,0
35907,0,473,2
35908,0,265,0
35909,0,334,0
35910,10,356,0
35911,0,873,0
35912,0,432,0
35913,1,331,0
35914,55,1617,28
35915,1,130,4
36000,0,295,0
36001,0,107,0
36002,0,235,0
36003,0,257,0
36004,0,1707,0
36005,0,555,0
36006,58,1228,15
36007,98,10431,28
36008,0,426,0
36009,0,468,0
36010,0,3664,0
36011,0,172,0
36012,28,1206,13
36013,0,456,0
36014,0,295,0
36015,40,1067,0
36100,0,708,0
36101,5,1225,1
36102,0,400,0
36103,104,2944,39
36104,68,2801,26
36105,0,163,0
36106,0,399,0
36107,7,399,2
36108,22,1114,17
36109,0,111,0
36110,0,2274,0
36111,0,549,0
36112,35,340,16
36113,212,2925,15
36114,0,145,0
36115,0,364,0
36200,23,2476,4
36201,18,162,1
36202,0,1276,0
36203,263,807,52
36204,0,325,0
36205,0,489,0
36206,0,206,0
36207,214,3698,26
36208,0,284,0
36209,0,857,0
36210,0,159,0
36211,0,840,0
36212,0,912,0
36213,0,181,2
36214,4,258,2
36215,1,508,0
36300,0,396,0
36301,0,281,0
36302,174,6190,16
36303,82,3030,6
36304,0,246,0
36305,0,552,0
36306,1,880,3
36307,0,888,0
36308,0,306,0
36309,1,199,0
36310,0,232,0
36311,9,537,1
36312,0,794,0
36313,325,5824,13
36314,83,1195,21
36315,0,902,0
36400,0,190,0
36401,26,612,7
36402,0,632,0
36403,0,364,0
36404,0,380,0
36405,0,118,0
36406,279,2309,15
36407,0,219,0
36408,0,308,0
36409,0,2032,0
36410,0,2204,0
36411,22,148,2
36412,86,2489,10
36413,0,769,0
36414,36,1340,12
36415,35,687,19
36500,0,892,0
36501,3,3216,0
36502,8,2947,2
36503,0,484,1
36504,0,427,0
36505,56,7444,23
36506,0,1311,0
36507,48,693,13
36508,1,1560,1
36509,0,399,0
36510,49,1426,23
36511,0,175,0
36512,2,336,0
36513,0,582,0
36514,0,212,0
36515,0,201,0
36600,0,1957,0
36601,0,337,0
36602,4,1136,1
36603,0,182,0
36604,0,283,0
36605,0,993,0
36606,0,737,87
36607,33,173,3
36608,0,217,0
36609,0,346,0
36610,0,609,0
36611,1144,12026,821
36612,0,434,0
36613,0,191,0
36614,0,371,0
36615,0,88,0
36700,0,201,1
36701,268,4618,55
36702,0,239,0
36703,0,194,0
36704,0,185,0
36705,186,4829,360
36706,4,458,0
36707,8,590,9
36708,0,601,0
36709,0,657,0
36710,0,604,0
36711,0,602,0
36712,0,463,0
36713,0,318,0
36714,0,975,0
36715,0,478,0
36800,0,317,0
36801,0,783,0
36802,0,429,0
36803,0,338,0
36804,70,379,48
36805,83,676,32
36806,0,504,0
36807,0,7703,3
36808,0,307,0
36809,0,1260,0
36810,0,1130,0
36811,80,3739,43
36812,16,543,6
36813,0,360,0
36814,0,754,0
36815,0,201,0
36900,0,231,0
36901,0,243,0
36902,36,433,0
36903,5,1946,17
36904,0,272,0
36905,0,1185,0
36906,0,575,0
36907,0,228,0
36908,0,276,0
36909,0,582,0
36910,0,323,0
36911,14,1278,6
36912,0,806,0
36913,0,2239,0
36914,0,169,0
36915,0,228,0
37000,1,3264,14
37001,122,1614,47
37002,0,227,0
37003,0,1361,0
37004,0,388,0
37005,370,7001,128
37006,98,364,1
37007,0,6984,0
37008,0,274,0
37009,0,819,0
37010,0,237,0
37011,6,757,3
37012,23,1067,1
37013,4,276,0
37014,0,619,0
37015,0,275,0
37100,354,447,12
37101,54,534,53
37102,6,785,4
37103,0,609,0
37104,4,557,0
37105,0,273,0
37106,7,200,0
37107,1,262,0
37108,0,500,0
37109,3,2020,3
37110,0,428,0
37111,0,2542,16
37112,356,4765,103
37113,0,370,0
37114,0,553,0
37115,2,257,0
37200,19,251,2
37201,19,1011,6
37202,3,671,0
37203,0,715,0
37204,0,1133,0
37205,2,436,0
37206,8,245,3
37207,4356,1678,21
37208,66,562,18
37209,0,4565,0
37210,149,534,19
37211,42,248,19
37212,0,219,0
37213,0,474,0
37214,0,185,0
37215,20,858,1
37300,0,739,0
37301,617,8128,129
37302,182,1870,39
37303,65,1316,8
37304,246,3338,403
37305,0,178,0
37306,4,215,1
37307,149,581,10
37308,0,984,0
37309,0,285,0
37310,0,205,0
37311,8,334,8
37312,0,1519,0
37313,1,2082,0
37314,36,2733,91
37315,29,1471,41
37400,70,1307,47
37401,0,165,0
37402,0,387,0
37403,29,446,9
37404,0,531,0
37405,18,1180,8
37406,0,372,0
37407,214,1023,63
37408,0,1965,0
37409,0,192,0
37410,0,1436,0
37411,0,701,0
37412,5,150,1
37413,0,461,0
37414,70,292,27
37415,118,543,1
37500,7,321,11
37501,0,1214,0
37502,0,1026,2
37503,0,2304,0
37504,0,358,0
37505,36,546,17
37506,0,1269,0
37507,59,2075,24
37508,2,249,0
37509,5,204,1
37510,141,2807,33
37511,3,1281,25
37512,0,1215,0
37513,43,2512,16
37514,0,265,0
37515,0,732,0
37600,5,190,2
37601,0,212,0
37602,91,1499,32
37603,30,487,20
37604,0,553,0
37605,0,163,0
37606,57,331,19
37607,0,196,0
37608,0,121,0
37609,206,2033,54
37610,0,4783,0
37611,233,1470,14
37612,8,677,0
37613,7,407,2
37614,0,1153,0
37615,47,1424,15
37700,0,237,0
37701,0,281,0
37702,0,1370,2
37703,0,375,0
37704,0,339,0
37705,0,312,0
37706,0,147,0
37707,0,1520,0
37708,0,98,0
37709,258,588,34
37710,0,524,0
37711,17,2600,30
37712,0,697,0
37713,0,320,0
37714,0,1217,0
37715,0,203,0
37800,0,220,0
37801,6,1521,4
37802,0,494,0
37803,0,427,0
37804,0,177,0
37805,0,529,0
37806,0,558,0
37807,0,466,0
37808,0,98,0
37809,0,1164,0
37810,0,319,0
37811,0,1908,0
37812,0,353,0
37813,5,1752,3
37814,22,463,11
37815,7974,33965,861
37900,0,234,0
37901,0,837,0
37902,43,1791,219
37903,0,134,0
37904,0,175,0
37905,0,481,0
37906,0,761,2
37907,17,2345,20
37908,106,31664,113
37909,2,262,2
37910,0,360,0
37911,0,894,0
37912,0,171,0
37913,0,239,0
37914,0,237,0
37915,0,241,0
38000,0,783,0
38001,0,345,0
38002,0,380,0
38003,0,324,0
38004,0,194,0
38005,0,701,0
38006,42,5306,2
38007,0,556,0
38008,0,330,0
38009,32,710,1
38010,38,2481,16
38011,0,242,0
38012,31,245,0
38013,338,3981,129
38014,0,1379,3
38015,0,499,0
38100,0,172,0
38101,39,792,7
38102,0,189,0
38103,0,482,0
38104,0,286,0
38105,6,1852,95
38106,0,1322,0
38107,3,339,4
38108,46,919,1
38109,0,582,0
38110,1,181,1
38111,0,266,0
38112,792,5236,139
38113,324,2821,199
38114,0,321,0
38115,2,365,3
38200,5726,21796,3682
38201,0,195,0
38202,2,603,0
38203,84,1815,19
38204,0,325,0
38205,0,1008,0
38206,1,859,1
38207,0,225,0
38208,0,308,0
38209,0,436,0
38210,1022,6945,621
38211,0,256,0
